URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,0,3,-0.999999667,0.005628518,63,0.365079365,25.34603175,63,23,533,5,0,1
https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,23,68,-0.494505489,0.01850722,601,0.372712146,240.5490849,601,224,4917,1,0,1
https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,16,14,0.066666664,0.012787724,285,0.410526316,114.1642105,285,117,2346,2,0,1
https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,55,37,0.195652172,0.0157077,709,0.423131171,283.7692525,709,300,5857,4,0,1
https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,40,3,0.860465096,0.017680921,292,0.400684932,116.960274,292,117,2432,1,0,1
https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,4,0,0.99999975,0.003152088,167,0.311377246,66.9245509,167,52,1269,3,0,1
https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,20,8,0.428571413,0.010831721,341,0.316715543,136.5266862,341,108,2585,4,0,1
https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,12,8,0.19999999,0.011204482,217,0.497695853,86.99907834,217,108,1785,4,0,1
https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,14,8,0.27272726,0.017756255,139,0.496402878,55.79856115,139,69,1239,5,0,1
https://insights.blackcoffer.com/how-we-forecast-future-technologies/,4,0,0.99999975,0.00610687,75,0.426666667,30.17066667,75,32,655,3,0,1
https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,19,36,-0.309090903,0.023314964,305,0.350819672,122.1403279,305,107,2359,2,0,1
https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,5,2,0.428571367,0.013592233,67,0.328358209,26.93134328,67,22,515,2,0,1
https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,33,10,0.534883708,0.015188979,324,0.5,129.8,324,162,2831,4,0,1
https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,1,7,-0.749999906,0.020887728,51,0.431372549,20.57254902,51,22,383,4,0,1
https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,7,25,-0.562499982,0.032820513,122,0.368852459,48.94754098,122,45,975,1,0,1
https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,25,49,-0.32432432,0.010927348,774,0.507751938,309.8031008,774,393,6772,4,0,1
https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,43,22,0.323076918,0.012338648,664,0.391566265,265.7566265,664,260,5268,1,0,1
https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,29,23,0.115384613,0.011759385,559,0.379248658,223.7516995,559,212,4422,2,0,1
https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,23,7,0.533333316,0.013198416,272,0.444852941,108.9779412,272,121,2273,2,0,1
https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,39,8,0.659574454,0.012466843,466,0.474248927,186.5896996,466,221,3770,2,0,1
https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,26,6,0.62499998,0.025457438,151,0.549668874,60.61986755,151,83,1257,3,0,1
https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,35,16,0.372549012,0.009129968,652,0.444785276,260.9779141,652,290,5586,1,0,1
https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,21,68,-0.528089882,0.03145988,357,0.364145658,142.9456583,357,130,2829,0,0,1
https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,60,22,0.463414628,0.023851076,455,0.327472527,182.130989,455,149,3438,4,0,1
https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,19,31,-0.239999995,0.01540832,430,0.3,172.12,430,129,3245,1,0,1
https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,21,21,0,0.010375494,478,0.416317992,191.3665272,478,199,4048,3,0,1
https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,20,72,-0.565217385,0.031367201,368,0.372282609,147.348913,368,137,2933,0,0,1
https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,19,9,0.357142844,0.01377275,253,0.371541502,101.3486166,253,94,2033,3,0,1
https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,8,6,0.142857133,0.014675052,118,0.355932203,47.34237288,118,42,954,3,0,1
https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,24,18,0.142857139,0.015334064,331,0.401812689,132.5607251,331,133,2739,1,0,1
https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,18,29,-0.234042548,0.011773547,492,0.396341463,196.9585366,492,195,3992,0,0,1
https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,32,10,0.523809511,0.003992395,1339,0.336071695,535.7344287,1339,450,10520,3,0,1
https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,33,42,-0.119999998,0.012873326,706,0.366855524,282.5467422,706,259,5826,3,0,1
https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,28,60,-0.36363636,0.014379085,731,0.489740082,292.595896,731,358,6120,0,0,1
https://insights.blackcoffer.com/human-rights-outlook/,3,1,0.499999875,0.012232416,43,0.465116279,17.38604651,43,20,327,3,0,1
https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,25,4,0.724137906,0.010922787,338,0.360946746,135.3443787,338,122,2655,3,0,1
https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,34,30,0.062499999,0.011816839,641,0.400936037,256.5603744,641,257,5416,0,0,1
https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,49,15,0.531249992,0.011666059,672,0.5,269,672,336,5486,3,0,1
https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,29,32,-0.049180327,0.017295152,441,0.344671202,176.5378685,441,152,3527,2,0,1
https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,15,41,-0.464285706,0.009199934,721,0.442441054,288.5769764,721,319,6087,2,0,1
https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,13,41,-0.518518509,0.016513761,394,0.416243655,157.7664975,394,164,3270,1,0,1
https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,32,47,-0.189873415,0.020230474,483,0.383022774,193.3532091,483,185,3905,5,0,1
https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,20,27,-0.148936167,0.013128492,429,0.424242424,171.769697,429,182,3580,2,0,1
https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,20,40,-0.333333328,0.013525699,537,0.368715084,214.947486,537,198,4436,2,0,1
https://insights.blackcoffer.com/travel-and-tourism-outlook/,3,3,0,0.014251781,55,0.418181818,22.16727273,55,23,421,3,0,1
https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,28,45,-0.232876709,0.019109948,481,0.349272349,192.5397089,481,168,3820,4,0,1
https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,6,24,-0.59999998,0.014064698,267,0.31835206,106.9273408,267,85,2133,1,0,1
https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,25,54,-0.367088603,0.018658479,503,0.377733598,201.3510934,503,190,4234,0,0,1
https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,21,35,-0.249999996,0.018950931,378,0.304232804,151.3216931,378,115,2955,1,0,1
https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0,0,0,0,70,0.4,28.16,70,28,568,3,0,1
https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,11,3,0.571428531,0.008827238,206,0.402912621,82.56116505,206,83,1586,1,0,1
https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,27,55,-0.34146341,0.025410598,390,0.379487179,156.1517949,390,148,3227,2,0,1
